,existingchecking,duration,credithistory,purpose,creditamount,savings,employmentsince,installmentrate,statussex,otherdebtors,residencesince,property,age,otherinstallmentplans,housing,existingcredits,job,peopleliable,telephone,foreignworker,classification,maritalStatus,sex
553,2,12,4,car,1995,betw100a500,lessth1yr,4,A93,none,1,carOrOthers,27,none,own,1,skilled/official,1,none,1,1,0,M
554,2,9,2,education,1199,below100,betw4a7yrs,4,A92,none,4,buildingSociety/lifeInsurance,67,none,own,2,management/self-employed/highlyqualemployee/officer,1,yes,1,1,1,F
555,2,12,2,radio/television,1331,below100,lessth1yr,2,A93,none,1,carOrOthers,22,stores,own,1,skilled/official,1,none,1,2,0,M
556,2,18,0,car,2278,betw100a500,lessth1yr,3,A92,none,3,carOrOthers,28,none,own,2,skilled/official,1,none,1,2,1,F
557,0,21,0,car,5003,unknown/nosavings,betw1a4yrs,1,A92,none,4,buildingSociety/lifeInsurance,29,bank,own,2,skilled/official,1,yes,1,2,1,F
558,1,24,1,furniture/equipment,3552,below100,betw4a7yrs,3,A93,none,4,carOrOthers,27,bank,own,1,skilled/official,1,none,1,2,0,M
559,2,18,4,furniture/equipment,1928,below100,lessth1yr,2,A93,none,2,realEstate,31,none,own,2,unskilled/resident,1,none,1,2,0,M
560,1,24,2,car,2964,unknown/nosavings,morethan7yrs,4,A93,none,4,unknown/noProperty,49,bank,forFree,1,skilled/official,2,yes,1,1,0,M
561,1,24,1,radio/television,1546,below100,betw4a7yrs,4,A93,guarantor,4,carOrOthers,24,bank,rent,1,unskilled/resident,1,none,1,2,0,M
562,3,6,3,radio/television,683,below100,lessth1yr,2,A92,none,1,buildingSociety/lifeInsurance,29,bank,own,1,skilled/official,1,none,1,1,1,F
563,2,36,2,car,12389,unknown/nosavings,betw1a4yrs,1,A93,none,4,unknown/noProperty,37,none,forFree,1,skilled/official,1,yes,1,2,0,M
564,2,24,3,business,4712,unknown/nosavings,betw1a4yrs,4,A93,none,2,buildingSociety/lifeInsurance,37,bank,own,2,management/self-employed/highlyqualemployee/officer,1,yes,1,1,0,M
565,2,24,3,radio/television,1553,betw100a500,betw4a7yrs,3,A92,none,2,buildingSociety/lifeInsurance,23,none,rent,2,skilled/official,1,yes,1,1,1,F
566,1,12,2,car,1372,below100,betw4a7yrs,2,A91,none,3,carOrOthers,36,none,own,1,skilled/official,1,none,1,2,1,M
567,0,24,4,radio/television,2578,above1000,morethan7yrs,2,A93,none,2,carOrOthers,34,none,own,1,skilled/official,1,none,1,1,0,M
568,2,48,2,radio/television,3979,unknown/nosavings,betw4a7yrs,4,A93,none,1,carOrOthers,41,none,own,2,skilled/official,2,yes,1,1,0,M
569,1,48,2,radio/television,6758,below100,betw1a4yrs,3,A92,none,2,carOrOthers,31,none,own,1,skilled/official,1,yes,1,2,1,F
570,1,24,2,furniture/equipment,3234,below100,lessth1yr,4,A92,none,4,realEstate,23,none,rent,1,unskilled/resident,1,yes,1,2,1,F
571,0,30,4,radio/television,5954,below100,betw4a7yrs,3,A93,co-applicant,2,carOrOthers,38,none,own,1,skilled/official,1,none,1,1,0,M
572,0,24,2,car,5433,unknown/nosavings,unemployed,2,A92,none,4,buildingSociety/lifeInsurance,26,none,rent,1,management/self-employed/highlyqualemployee/officer,1,yes,1,1,1,F
573,1,15,2,business,806,below100,betw1a4yrs,4,A92,none,4,buildingSociety/lifeInsurance,22,none,own,1,unskilled/resident,1,none,1,1,1,F
574,2,9,2,radio/television,1082,below100,morethan7yrs,4,A93,none,4,carOrOthers,27,none,own,2,unskilled/resident,1,none,1,1,0,M
575,0,15,4,furniture/equipment,2788,below100,betw4a7yrs,2,A92,co-applicant,3,carOrOthers,24,bank,own,2,skilled/official,1,none,1,1,1,F
576,2,12,2,radio/television,2930,below100,betw4a7yrs,2,A92,none,1,realEstate,27,none,own,1,skilled/official,1,none,1,1,1,F
577,0,24,4,education,1927,unknown/nosavings,betw1a4yrs,3,A92,none,2,carOrOthers,33,none,own,2,skilled/official,1,yes,1,1,1,F
578,2,36,4,car,2820,below100,lessth1yr,4,A91,none,4,carOrOthers,27,none,own,2,skilled/official,1,none,1,2,1,M
579,0,24,2,retraining,937,below100,lessth1yr,4,A94,none,3,carOrOthers,27,none,own,2,unskilled/resident,1,none,1,1,1,M
580,2,18,4,car,1056,below100,morethan7yrs,3,A93,guarantor,3,realEstate,30,bank,own,2,skilled/official,1,none,1,2,0,M
581,2,12,4,car,3124,below100,lessth1yr,1,A93,none,3,realEstate,49,bank,own,2,unskilled/resident,2,none,1,1,0,M
582,0,9,2,furniture/equipment,1388,below100,betw1a4yrs,4,A92,none,2,realEstate,26,none,rent,1,skilled/official,1,none,1,1,1,F
583,2,36,2,repairs,2384,below100,lessth1yr,4,A93,none,1,unknown/noProperty,33,none,rent,1,unskilled/resident,1,none,1,2,0,M
584,0,12,2,car,2133,unknown/nosavings,morethan7yrs,4,A92,none,4,unknown/noProperty,52,none,forFree,1,management/self-employed/highlyqualemployee/officer,1,yes,1,1,1,F
585,1,18,2,furniture/equipment,2039,below100,betw1a4yrs,1,A92,none,4,realEstate,20,bank,rent,1,skilled/official,1,none,1,2,1,F
586,1,9,4,car,2799,below100,betw1a4yrs,2,A93,none,2,realEstate,36,none,rent,2,skilled/official,2,none,1,1,0,M
587,1,12,2,furniture/equipment,1289,below100,betw1a4yrs,4,A93,guarantor,1,buildingSociety/lifeInsurance,21,none,own,1,unskilled/resident,1,none,1,1,0,M
588,1,18,2,domesticAppliances,1217,below100,betw1a4yrs,4,A94,none,3,realEstate,47,none,own,1,unskilled/resident,1,yes,1,2,1,M
589,1,12,4,furniture/equipment,2246,below100,morethan7yrs,3,A93,none,3,buildingSociety/lifeInsurance,60,none,own,2,skilled/official,1,none,1,2,0,M
590,1,12,4,radio/television,385,below100,betw4a7yrs,4,A92,none,3,realEstate,58,none,own,4,unskilled/resident,1,yes,1,1,1,F
591,2,24,3,car,1965,unknown/nosavings,betw1a4yrs,4,A92,none,4,carOrOthers,42,none,rent,2,skilled/official,1,yes,1,1,1,F
592,0,21,2,business,1572,above1000,morethan7yrs,4,A92,none,4,realEstate,36,bank,own,1,unskilled/resident,1,none,1,1,1,F
593,2,24,2,car,2718,below100,betw1a4yrs,3,A92,none,4,buildingSociety/lifeInsurance,20,none,rent,1,unskilled/resident,1,yes,1,2,1,F
594,1,24,1,others,1358,unknown/nosavings,morethan7yrs,4,A93,none,3,carOrOthers,40,stores,own,1,management/self-employed/highlyqualemployee/officer,1,yes,1,2,0,M
595,2,6,1,car,931,betw100a500,lessth1yr,1,A92,none,1,buildingSociety/lifeInsurance,32,stores,own,1,unskilled/resident,1,none,1,2,1,F
596,1,24,2,car,1442,below100,betw4a7yrs,4,A92,none,4,carOrOthers,23,none,rent,2,skilled/official,1,none,1,2,1,F
597,2,24,0,business,4241,below100,betw1a4yrs,1,A93,none,4,realEstate,36,none,own,3,unskilled/resident,1,yes,1,2,0,M
598,0,18,4,car,2775,below100,betw4a7yrs,2,A93,none,2,buildingSociety/lifeInsurance,31,bank,own,2,skilled/official,1,none,1,2,0,M
599,0,24,3,business,3863,below100,betw1a4yrs,1,A93,none,2,unknown/noProperty,32,none,forFree,1,skilled/official,1,none,1,1,0,M
600,2,7,2,radio/television,2329,below100,lessth1yr,1,A92,guarantor,1,realEstate,45,none,own,1,skilled/official,1,none,1,1,1,F
601,2,9,2,furniture/equipment,918,below100,betw1a4yrs,4,A92,none,1,buildingSociety/lifeInsurance,30,none,own,1,skilled/official,1,none,1,2,1,F
602,2,24,1,education,1837,below100,betw4a7yrs,4,A92,none,4,unknown/noProperty,34,bank,forFree,1,unskilled/resident,1,none,1,2,1,F
603,0,36,2,furniture/equipment,3349,below100,betw1a4yrs,4,A92,none,2,carOrOthers,28,none,own,1,management/self-employed/highlyqualemployee/officer,1,yes,1,2,1,F
604,3,10,2,furniture/equipment,1275,below100,lessth1yr,4,A92,none,2,buildingSociety/lifeInsurance,23,none,own,1,skilled/official,1,none,1,1,1,F
605,1,24,1,furniture/equipment,2828,betw500a1000,betw1a4yrs,4,A93,none,4,realEstate,22,stores,own,1,skilled/official,1,yes,1,1,0,M
606,0,24,4,business,4526,below100,betw1a4yrs,3,A93,none,2,realEstate,74,none,own,1,management/self-employed/highlyqualemployee/officer,1,yes,1,1,0,M
607,2,36,2,radio/television,2671,betw100a500,betw1a4yrs,4,A92,co-applicant,4,unknown/noProperty,50,none,forFree,1,skilled/official,1,none,1,2,1,F
608,0,18,2,radio/television,2051,below100,lessth1yr,4,A93,none,1,realEstate,33,none,own,1,skilled/official,1,none,1,1,0,M
609,0,15,2,car,1300,unknown/nosavings,morethan7yrs,4,A93,none,4,unknown/noProperty,45,bank,forFree,1,skilled/official,2,none,1,1,0,M
610,1,12,2,domesticAppliances,741,betw100a500,unemployed,4,A92,none,3,buildingSociety/lifeInsurance,22,none,own,1,skilled/official,1,none,1,2,1,F
611,3,10,2,car,1240,betw100a500,morethan7yrs,1,A92,none,4,unknown/noProperty,48,none,forFree,1,unskilled/resident,2,none,1,2,1,F
612,1,21,2,radio/television,3357,above1000,lessth1yr,4,A92,none,2,carOrOthers,29,bank,own,1,skilled/official,1,none,1,1,1,F
613,1,24,1,car,3632,below100,betw1a4yrs,1,A92,guarantor,4,carOrOthers,22,bank,rent,1,skilled/official,1,none,0,1,1,F
614,0,18,3,furniture/equipment,1808,below100,betw4a7yrs,4,A92,none,1,realEstate,22,none,own,1,skilled/official,1,none,1,2,1,F
615,2,48,0,business,12204,unknown/nosavings,betw1a4yrs,2,A93,none,2,carOrOthers,48,bank,own,1,management/self-employed/highlyqualemployee/officer,1,yes,1,1,0,M
616,2,60,3,radio/television,9157,unknown/nosavings,betw1a4yrs,2,A93,none,2,unknown/noProperty,27,none,forFree,1,management/self-employed/highlyqualemployee/officer,1,none,1,1,0,M
617,1,6,4,car,3676,below100,betw1a4yrs,1,A93,none,3,realEstate,37,none,rent,3,skilled/official,2,none,1,1,0,M
618,2,30,2,furniture/equipment,3441,betw100a500,betw1a4yrs,2,A92,co-applicant,4,carOrOthers,21,none,rent,1,skilled/official,1,none,1,2,1,F
619,0,12,2,car,640,below100,betw1a4yrs,4,A91,none,2,realEstate,49,none,own,1,unskilled/resident,1,none,1,1,1,M
620,2,21,4,business,3652,below100,betw4a7yrs,2,A93,none,3,buildingSociety/lifeInsurance,27,none,own,2,skilled/official,1,none,1,1,0,M
621,0,18,4,car,1530,below100,betw1a4yrs,3,A93,none,2,buildingSociety/lifeInsurance,32,bank,own,2,skilled/official,1,none,1,2,0,M
622,0,48,2,business,3914,unknown/nosavings,betw1a4yrs,4,A91,none,2,realEstate,38,bank,own,1,skilled/official,1,none,1,2,1,M
623,1,12,2,furniture/equipment,1858,below100,lessth1yr,4,A92,none,1,carOrOthers,22,none,rent,1,skilled/official,1,none,1,1,1,F
624,1,18,2,radio/television,2600,below100,betw1a4yrs,4,A93,none,4,unknown/noProperty,65,none,forFree,2,skilled/official,1,none,1,2,0,M
625,0,15,2,radio/television,1979,unknown/nosavings,morethan7yrs,4,A93,none,2,carOrOthers,35,none,own,1,skilled/official,1,none,1,1,0,M
626,3,6,2,furniture/equipment,2116,below100,betw1a4yrs,2,A93,none,2,realEstate,41,none,own,1,skilled/official,1,yes,1,1,0,M
627,2,9,1,car,1437,betw100a500,betw4a7yrs,2,A93,none,3,unknown/noProperty,29,none,own,1,skilled/official,1,none,1,2,0,M
628,0,42,4,furniture/equipment,4042,betw500a1000,betw1a4yrs,4,A93,none,4,realEstate,36,none,own,2,skilled/official,1,yes,1,1,0,M
629,0,9,2,education,3832,unknown/nosavings,morethan7yrs,1,A93,none,4,realEstate,64,none,own,1,unskilled/resident,1,none,1,1,0,M
630,1,24,2,radio/television,3660,below100,betw1a4yrs,2,A92,none,4,carOrOthers,28,none,own,1,skilled/official,1,none,1,1,1,F
631,1,18,1,furniture/equipment,1553,below100,betw1a4yrs,4,A93,none,3,carOrOthers,44,bank,own,1,skilled/official,1,none,1,2,0,M
632,2,15,2,radio/television,1444,unknown/nosavings,lessth1yr,4,A93,none,1,buildingSociety/lifeInsurance,23,none,own,1,skilled/official,1,none,1,1,0,M
633,0,9,2,furniture/equipment,1980,below100,lessth1yr,2,A92,co-applicant,2,carOrOthers,19,none,rent,2,skilled/official,1,none,1,2,1,F
634,2,24,2,car,1355,below100,lessth1yr,3,A92,none,4,carOrOthers,25,none,own,1,unskilled/resident,1,yes,1,2,1,F
635,0,12,2,education,1393,below100,morethan7yrs,4,A93,none,4,buildingSociety/lifeInsurance,47,bank,own,3,skilled/official,2,yes,1,1,0,M
636,0,24,2,radio/television,1376,betw500a1000,betw4a7yrs,4,A92,none,1,carOrOthers,28,none,own,1,skilled/official,1,none,1,1,1,F
637,0,60,3,radio/television,15653,below100,betw4a7yrs,2,A93,none,4,carOrOthers,21,none,own,2,skilled/official,1,yes,1,1,0,M
638,0,12,2,radio/television,1493,below100,lessth1yr,4,A92,none,3,carOrOthers,34,none,own,1,skilled/official,2,none,1,1,1,F
639,1,42,3,radio/television,4370,below100,betw4a7yrs,3,A93,none,2,buildingSociety/lifeInsurance,26,bank,own,2,skilled/official,2,yes,1,2,0,M
640,1,18,2,education,750,below100,unemployed,4,A92,none,1,realEstate,27,none,own,1,unemployed/unskilled/non-resident,1,none,1,2,1,F
641,2,15,2,repairs,1308,below100,morethan7yrs,4,A93,none,4,carOrOthers,38,none,own,2,unskilled/resident,1,none,1,1,0,M
642,0,15,2,education,4623,betw100a500,betw1a4yrs,3,A93,none,2,buildingSociety/lifeInsurance,40,none,own,1,management/self-employed/highlyqualemployee/officer,1,yes,1,2,0,M
643,0,24,4,radio/television,1851,below100,betw4a7yrs,4,A94,guarantor,2,carOrOthers,33,none,own,2,skilled/official,1,yes,1,1,1,M
644,1,18,4,radio/television,1880,below100,betw4a7yrs,4,A94,none,1,buildingSociety/lifeInsurance,32,none,own,2,management/self-employed/highlyqualemployee/officer,1,yes,1,1,1,M
645,0,36,3,business,7980,unknown/nosavings,lessth1yr,4,A93,none,4,carOrOthers,27,none,rent,2,skilled/official,1,yes,1,2,0,M
646,1,30,0,furniture/equipment,4583,below100,betw1a4yrs,2,A91,guarantor,2,realEstate,32,none,own,2,skilled/official,1,none,1,1,1,M
647,0,12,2,car,1386,betw500a1000,betw1a4yrs,2,A92,none,2,buildingSociety/lifeInsurance,26,none,own,1,skilled/official,1,none,1,2,1,F
648,3,24,2,car,947,below100,betw4a7yrs,4,A93,none,3,unknown/noProperty,38,bank,forFree,1,skilled/official,2,none,1,2,0,M
649,1,12,2,education,684,below100,betw1a4yrs,4,A93,none,4,carOrOthers,40,none,rent,1,unskilled/resident,2,none,1,2,0,M
650,1,48,2,education,7476,below100,betw4a7yrs,4,A93,none,1,unknown/noProperty,50,none,forFree,1,management/self-employed/highlyqualemployee/officer,1,yes,1,1,0,M
651,2,12,2,furniture/equipment,1922,below100,betw1a4yrs,4,A93,none,2,buildingSociety/lifeInsurance,37,none,own,1,unskilled/resident,1,none,1,2,0,M
652,1,24,2,car,2303,below100,morethan7yrs,4,A93,co-applicant,1,realEstate,45,none,own,1,skilled/official,1,none,1,2,0,M
653,2,36,3,car,8086,betw100a500,morethan7yrs,2,A93,none,4,carOrOthers,42,none,own,4,management/self-employed/highlyqualemployee/officer,1,yes,1,2,0,M
654,0,24,4,car,2346,below100,betw4a7yrs,4,A93,none,3,carOrOthers,35,none,own,2,skilled/official,1,yes,1,1,0,M
655,1,14,2,car,3973,below100,unemployed,1,A93,none,4,unknown/noProperty,22,none,forFree,1,skilled/official,1,none,1,1,0,M
656,2,12,2,car,888,below100,morethan7yrs,4,A93,none,4,carOrOthers,41,bank,own,1,unskilled/resident,2,none,1,2,0,M
657,0,48,2,radio/television,10222,unknown/nosavings,betw4a7yrs,4,A93,none,3,carOrOthers,37,stores,own,1,skilled/official,1,yes,1,1,0,M
658,2,30,0,business,4221,below100,betw1a4yrs,2,A92,none,1,carOrOthers,28,none,own,2,skilled/official,1,none,1,1,1,F
659,2,18,4,furniture/equipment,6361,below100,morethan7yrs,2,A93,none,1,unknown/noProperty,41,none,own,1,skilled/official,1,yes,1,1,0,M
660,3,12,2,radio/television,1297,below100,betw1a4yrs,3,A94,none,4,realEstate,23,none,rent,1,skilled/official,1,none,1,1,1,M
661,1,12,2,car,900,unknown/nosavings,betw1a4yrs,4,A94,none,2,carOrOthers,23,none,own,1,skilled/official,1,none,1,2,1,M
662,0,21,2,furniture/equipment,2241,below100,morethan7yrs,4,A93,none,2,realEstate,50,none,own,2,skilled/official,1,none,1,1,0,M
663,2,6,3,furniture/equipment,1050,below100,unemployed,4,A93,none,1,buildingSociety/lifeInsurance,35,stores,own,2,management/self-employed/highlyqualemployee/officer,1,yes,1,1,0,M
664,3,6,4,education,1047,below100,betw1a4yrs,2,A92,none,4,buildingSociety/lifeInsurance,50,none,own,1,unskilled/resident,1,none,1,1,1,F
665,0,24,4,others,6314,below100,unemployed,4,A93,co-applicant,2,unknown/noProperty,27,bank,own,2,management/self-employed/highlyqualemployee/officer,1,yes,1,1,0,M
666,2,30,1,furniture/equipment,3496,above1000,betw1a4yrs,4,A93,none,2,carOrOthers,34,stores,own,1,skilled/official,2,yes,1,1,0,M
667,0,48,1,business,3609,below100,betw1a4yrs,1,A92,none,1,realEstate,27,stores,own,1,skilled/official,1,none,1,1,1,F
668,1,12,4,car,4843,below100,morethan7yrs,3,A93,co-applicant,4,buildingSociety/lifeInsurance,43,none,rent,2,skilled/official,1,yes,1,2,0,M
669,3,30,4,radio/television,3017,below100,morethan7yrs,4,A93,none,4,buildingSociety/lifeInsurance,47,none,own,1,skilled/official,1,none,1,1,0,M
670,0,24,4,business,4139,betw100a500,betw1a4yrs,3,A93,none,3,buildingSociety/lifeInsurance,27,none,own,2,unskilled/resident,1,yes,1,1,0,M
671,0,36,2,business,5742,betw100a500,betw4a7yrs,2,A93,none,2,carOrOthers,31,none,own,2,skilled/official,1,yes,1,1,0,M
672,0,60,2,car,10366,below100,morethan7yrs,2,A93,none,4,buildingSociety/lifeInsurance,42,none,own,1,management/self-employed/highlyqualemployee/officer,1,yes,1,1,0,M
673,0,6,4,car,2080,betw500a1000,betw1a4yrs,1,A94,none,2,carOrOthers,24,none,own,1,skilled/official,1,none,1,1,1,M
674,0,21,3,business,2580,betw500a1000,lessth1yr,4,A93,none,2,realEstate,41,bank,own,1,unskilled/resident,2,none,1,2,0,M
675,0,30,4,radio/television,4530,below100,betw4a7yrs,4,A92,none,4,carOrOthers,26,none,rent,1,management/self-employed/highlyqualemployee/officer,1,yes,1,1,1,F
676,0,24,4,furniture/equipment,5150,below100,morethan7yrs,4,A93,none,4,carOrOthers,33,none,own,1,skilled/official,1,yes,1,1,0,M
677,2,72,2,radio/television,5595,betw100a500,betw1a4yrs,2,A94,none,2,carOrOthers,24,none,own,1,skilled/official,1,none,1,2,1,M
678,1,24,2,radio/television,2384,below100,morethan7yrs,4,A93,none,4,realEstate,64,bank,rent,1,unskilled/resident,1,none,1,1,0,M
679,0,18,2,radio/television,1453,below100,lessth1yr,3,A92,none,1,realEstate,26,none,own,1,skilled/official,1,none,1,1,1,F
680,0,6,2,education,1538,below100,lessth1yr,1,A92,none,2,unknown/noProperty,56,none,own,1,skilled/official,1,none,1,1,1,F
681,0,12,2,radio/television,2279,unknown/nosavings,betw1a4yrs,4,A93,none,4,unknown/noProperty,37,none,forFree,1,skilled/official,1,yes,1,1,0,M
682,0,15,3,radio/television,1478,below100,betw1a4yrs,4,A94,none,3,realEstate,33,bank,own,2,skilled/official,1,none,1,1,1,M
683,0,24,4,radio/television,5103,below100,lessth1yr,3,A94,none,3,unknown/noProperty,47,none,forFree,3,skilled/official,1,yes,1,1,1,M
684,2,36,3,business,9857,betw100a500,betw4a7yrs,1,A93,none,3,buildingSociety/lifeInsurance,31,none,own,2,unskilled/resident,2,yes,1,1,0,M
685,0,60,2,car,6527,unknown/nosavings,betw1a4yrs,4,A93,none,4,unknown/noProperty,34,none,forFree,1,skilled/official,2,yes,1,1,0,M
686,3,10,4,radio/television,1347,unknown/nosavings,betw4a7yrs,4,A93,none,2,buildingSociety/lifeInsurance,27,none,own,2,skilled/official,1,yes,1,1,0,M
687,2,36,3,car,2862,betw100a500,morethan7yrs,4,A93,none,3,unknown/noProperty,30,none,forFree,1,skilled/official,1,none,1,1,0,M
688,0,9,2,radio/television,2753,betw100a500,morethan7yrs,3,A93,co-applicant,4,carOrOthers,35,none,own,1,skilled/official,1,yes,1,1,0,M
689,1,12,2,car,3651,above1000,betw1a4yrs,1,A93,none,3,buildingSociety/lifeInsurance,31,none,own,1,skilled/official,2,none,1,1,0,M
690,1,15,4,furniture/equipment,975,below100,betw1a4yrs,2,A91,none,3,buildingSociety/lifeInsurance,25,none,own,2,skilled/official,1,none,1,1,1,M
691,2,15,2,repairs,2631,betw100a500,betw1a4yrs,3,A92,none,2,realEstate,25,none,own,1,unskilled/resident,1,none,1,1,1,F
692,2,24,2,radio/television,2896,betw100a500,lessth1yr,2,A93,none,1,carOrOthers,29,none,own,1,skilled/official,1,none,1,1,0,M
693,1,6,4,car,4716,unknown/nosavings,lessth1yr,1,A93,none,3,realEstate,44,none,own,2,unskilled/resident,2,none,1,1,0,M
694,0,24,2,radio/television,2284,below100,betw4a7yrs,4,A93,none,2,carOrOthers,28,none,own,1,skilled/official,1,yes,1,1,0,M
695,0,6,2,car,1236,betw500a1000,betw1a4yrs,2,A93,none,4,buildingSociety/lifeInsurance,50,none,rent,1,skilled/official,1,none,1,1,0,M
696,2,12,2,radio/television,1103,below100,betw4a7yrs,4,A93,guarantor,3,realEstate,29,none,own,2,skilled/official,1,none,0,1,0,M
697,0,12,4,car,926,below100,unemployed,1,A92,none,2,buildingSociety/lifeInsurance,38,none,own,1,unemployed/unskilled/non-resident,1,none,1,1,1,F
698,0,18,4,radio/television,1800,below100,betw1a4yrs,4,A93,none,2,carOrOthers,24,none,own,2,skilled/official,1,none,1,1,0,M
699,3,15,2,education,1905,below100,morethan7yrs,4,A93,none,4,carOrOthers,40,none,rent,1,management/self-employed/highlyqualemployee/officer,1,yes,1,1,0,M
700,0,12,2,furniture/equipment,1123,betw500a1000,betw1a4yrs,4,A92,none,4,carOrOthers,29,none,rent,1,unskilled/resident,1,none,1,2,1,F
701,1,48,4,car,6331,below100,morethan7yrs,4,A93,none,4,unknown/noProperty,46,none,forFree,2,skilled/official,1,yes,1,2,0,M
702,3,24,2,radio/television,1377,betw100a500,morethan7yrs,4,A92,none,2,unknown/noProperty,47,none,forFree,1,skilled/official,1,yes,1,1,1,F
703,2,30,3,business,2503,betw100a500,morethan7yrs,4,A93,none,2,buildingSociety/lifeInsurance,41,stores,own,2,skilled/official,1,none,1,1,0,M
704,2,27,2,business,2528,below100,lessth1yr,4,A92,none,1,buildingSociety/lifeInsurance,32,none,own,1,skilled/official,2,yes,1,1,1,F
705,0,15,2,car,5324,betw500a1000,morethan7yrs,1,A92,none,4,unknown/noProperty,35,none,forFree,1,skilled/official,1,none,1,1,1,F
706,2,48,2,car,6560,betw100a500,betw4a7yrs,3,A93,none,2,buildingSociety/lifeInsurance,24,none,own,1,skilled/official,1,none,1,2,0,M
707,2,12,0,furniture/equipment,2969,below100,lessth1yr,4,A92,none,3,buildingSociety/lifeInsurance,25,none,rent,2,skilled/official,1,none,1,2,1,F
708,2,9,2,radio/television,1206,below100,morethan7yrs,4,A92,none,4,realEstate,25,none,own,1,skilled/official,1,none,1,1,1,F
709,2,9,2,radio/television,2118,below100,betw1a4yrs,2,A93,none,2,realEstate,37,none,own,1,unskilled/resident,2,none,1,1,0,M
710,0,18,4,radio/television,629,betw500a1000,morethan7yrs,4,A93,none,3,buildingSociety/lifeInsurance,32,bank,own,2,management/self-employed/highlyqualemployee/officer,1,yes,1,1,0,M
711,1,6,1,education,1198,below100,morethan7yrs,4,A92,none,4,unknown/noProperty,35,none,forFree,1,skilled/official,1,none,1,2,1,F
712,0,21,2,car,2476,unknown/nosavings,morethan7yrs,4,A93,none,4,realEstate,46,none,own,1,management/self-employed/highlyqualemployee/officer,1,yes,1,1,0,M
713,1,9,4,radio/television,1138,below100,betw1a4yrs,4,A93,none,4,realEstate,25,none,own,2,unskilled/resident,1,none,1,1,0,M
714,2,60,2,car,14027,below100,betw4a7yrs,4,A93,none,2,unknown/noProperty,27,none,own,1,management/self-employed/highlyqualemployee/officer,1,yes,1,2,0,M
715,0,30,4,car,7596,unknown/nosavings,morethan7yrs,1,A93,none,4,carOrOthers,63,none,own,2,skilled/official,1,none,1,1,0,M
716,0,30,4,radio/television,3077,unknown/nosavings,morethan7yrs,3,A93,none,2,carOrOthers,40,none,own,2,skilled/official,2,yes,1,1,0,M
717,0,18,2,radio/television,1505,below100,betw1a4yrs,4,A93,none,2,unknown/noProperty,32,none,forFree,1,management/self-employed/highlyqualemployee/officer,1,yes,1,1,0,M
718,3,24,4,radio/television,3148,unknown/nosavings,betw1a4yrs,3,A93,none,2,carOrOthers,31,none,own,2,skilled/official,1,yes,1,1,0,M
719,2,20,0,car,6148,betw100a500,morethan7yrs,3,A94,none,4,carOrOthers,31,bank,own,2,skilled/official,1,yes,1,1,1,M
720,3,9,0,radio/television,1337,below100,lessth1yr,4,A93,none,2,carOrOthers,34,none,own,2,management/self-employed/highlyqualemployee/officer,1,yes,1,2,0,M
721,2,6,1,education,433,above1000,lessth1yr,4,A92,none,2,buildingSociety/lifeInsurance,24,bank,rent,1,skilled/official,2,none,1,2,1,F
722,1,12,2,car,1228,below100,betw1a4yrs,4,A92,none,2,realEstate,24,none,own,1,unskilled/resident,1,none,1,2,1,F
723,2,9,2,radio/television,790,betw500a1000,betw1a4yrs,4,A92,none,3,realEstate,66,none,own,1,unskilled/resident,1,none,1,1,1,F
724,0,27,2,car,2570,below100,betw1a4yrs,3,A92,none,3,realEstate,21,none,rent,1,skilled/official,1,none,1,2,1,F
725,0,6,4,car,250,above1000,betw1a4yrs,2,A92,none,2,realEstate,41,bank,own,2,unskilled/resident,1,none,1,1,1,F
726,0,15,4,radio/television,1316,betw500a1000,betw1a4yrs,2,A94,none,2,buildingSociety/lifeInsurance,47,none,own,2,unskilled/resident,1,none,1,1,1,M
727,1,18,2,radio/television,1882,below100,betw1a4yrs,4,A92,none,4,carOrOthers,25,bank,rent,2,skilled/official,1,none,1,2,1,F
728,2,48,1,business,6416,below100,morethan7yrs,4,A92,none,3,unknown/noProperty,59,none,rent,1,skilled/official,1,none,1,2,1,F
729,3,24,4,business,1275,above1000,betw1a4yrs,2,A91,none,4,realEstate,36,none,own,2,skilled/official,1,yes,1,1,1,M
730,2,24,3,radio/television,6403,below100,lessth1yr,1,A93,none,2,carOrOthers,33,none,own,1,skilled/official,1,none,1,1,0,M
731,1,24,2,radio/television,1987,below100,betw1a4yrs,2,A93,none,4,realEstate,21,none,rent,1,unskilled/resident,2,none,1,2,0,M
732,2,8,2,radio/television,760,below100,betw4a7yrs,4,A92,guarantor,2,realEstate,44,none,own,1,unskilled/resident,1,none,1,1,1,F
733,0,24,2,car,2603,above1000,betw1a4yrs,2,A92,none,4,carOrOthers,28,none,rent,1,skilled/official,1,yes,1,1,1,F
734,0,4,4,car,3380,below100,betw4a7yrs,1,A92,none,1,realEstate,37,none,own,1,skilled/official,2,none,1,1,1,F
735,2,36,1,domesticAppliances,3990,unknown/nosavings,lessth1yr,3,A92,none,2,unknown/noProperty,29,bank,own,1,unemployed/unskilled/non-resident,1,none,1,1,1,F
736,2,24,2,car,11560,below100,betw1a4yrs,1,A92,none,4,carOrOthers,23,none,rent,2,management/self-employed/highlyqualemployee/officer,1,none,1,2,1,F
